100.0	0.00024190609220831104	0.0003540537549289445
200.0	0.0001705853042422667	0.000294179799410398
300.0	0.00013992993759662058	0.0002669794237699235
400.0	0.00012213329449044816	0.00025068321052648397
500.0	0.00011028187720694643	0.0002395481307996524
600.0	0.00010170589709884932	0.00023125062772396483
700.0	9.513465521023038e-5	0.00022464935393044276
800.0	8.988427592137956e-5	0.00021912366587059097
900.0	8.555276565220877e-5	0.0002143137944231021
1000.0	8.188669284999962e-5	0.00021000087467796003
1100.0	7.871710551243975e-5	0.00020604619584706796
1200.0	7.592642539139819e-5	0.00020235859243601241
1300.0	7.343027538053689e-5	0.00019887617391546586
1400.0	7.116645733477399e-5	0.00019555570976839725
1500.0	6.908840295171053e-5	0.00019236625071240244
1600.0	6.716078016354955e-5	0.0001892851679115089
1700.0	6.535648776892435e-5	0.00018629561367610625
1800.0	6.365455355020976e-5	0.00018338484290859815
1900.0	6.203898229378564e-5	0.00018054307172543396
2000.0	6.049785214037539e-5	0.00017776268171892012
2100.0	5.902012874185338e-5	0.0001750376534093891
2200.0	5.75977029781216e-5	0.00017236315607086267
2300.0	5.622406695756942e-5	0.0001697352470514516
2400.0	5.4893964916955925e-5	0.0001671506495103549
2500.0	5.360312626096924e-5	0.00016460658737325968
2600.0	5.234806005131101e-5	0.0001621006626579393
2700.0	5.112589578496712e-5	0.0001596307645182586
2800.0	4.993425926618246e-5	0.00015719500220603858
2900.0	4.8771175248138075e-5	0.00015479165613833788
3000.0	4.7634990617651864e-5	0.00015241914267840798
3100.0	4.6524729407034735e-5	0.00015007598927547588
3200.0	4.543917840569083e-5	0.00014776081738037495
3300.0	4.437723212322241e-5	0.00014547233113758256
3400.0	4.333802209240006e-5	0.00014320931030198427
3500.0	4.2320944184086176e-5	0.00014097060617587656
3600.0	4.1324916913305095e-5	0.00013875513963364239
3700.0	4.034931408299571e-5	0.00013656190051593292
3800.0	3.9393619954865975e-5	0.00013438994784511956
3900.0	3.845737480663276e-5	0.00013223841044871214
4000.0	3.7540165101548416e-5	0.00013010648768503917
4100.0	3.664161530206535e-5	0.00012799345005066543
4200.0	3.576138104263455e-5	0.000125898639516707
4300.0	3.489914343126995e-5	0.00012382146949440893
4400.0	3.405460429249023e-5	0.00012176142437188044
4500.0	3.322748219836545e-5	0.00011971805859594466
4600.0	3.2417509161402633e-5	0.0001176909952973945
4700.0	3.162442788488535e-5	0.0001156799244760764
4800.0	3.084798948360805e-5	0.00011368460077519011
4900.0	3.0087951602406647e-5	0.00011170484088324471
5000.0	2.934407687136874e-5	0.00010974052060776693
5100.0	2.861613164625823e-5	0.0001077915716681102
5200.0	2.79038849905614e-5	0.00010585797825585932
5300.0	2.7207107862167022e-5	0.00010393977341097476
5400.0	2.6525572473140664e-5	0.00010203703526040173
5500.0	2.585905179579976e-5	0.00010014988316342757
5600.0	2.5207319192026493e-5	9.82784738053236e-5
5700.0	2.4570148146178105e-5	9.642299727733038e-5
5800.0	2.394731208478277e-5	9.458367317772884e-5
5900.0	2.3338584268502695e-5	9.27607467649511e-5
6000.0	2.2743737743995098e-5	9.095448519024177e-5
6100.0	2.2162545345065146e-5	8.916517383368203e-5
6200.0	2.159477973392975e-5	8.739311276417328e-5
6300.0	2.104036263209535e-5	8.56386133405559e-5
6400.0	2.0499129545644243e-5	8.390199496817132e-5
6500.0	1.9970787607924633e-5	8.21835820221979e-5
6600.0	1.9455117615381873e-5	8.04837009466192e-5
6700.0	1.8951973298243967e-5	7.880267753520576e-5
6800.0	1.846111632713423e-5	7.714083439876705e-5
